SeniorCitizen,tenure,MonthlyCharges,EstimatedTotalSpend,NumActiveServices,AvgMonthlyChargePerService,gender_Male,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,Contract_One year,Contract_Two year,TenureGroup_Established,TenureGroup_Loyal,TenureGroup_Veteran,Churn
1,57,45,2565,2,15.0,1,0,0,1,1,0,0,0,0,1,1
0,11,21,231,3,5.25,1,0,1,1,1,1,0,0,0,0,0
0,37,95,3515,2,31.666666666666668,0,1,1,0,1,0,0,0,1,0,0
0,40,101,4040,3,25.25,1,0,1,1,0,0,0,0,1,0,1
0,54,45,2430,2,15.0,1,0,0,1,1,1,0,0,0,1,0
0,12,85,1020,2,28.333333333333332,1,0,1,0,0,0,1,0,0,0,0
0,4,55,220,2,18.333333333333332,1,0,1,0,1,0,1,0,0,0,0
0,66,103,6798,2,34.333333333333336,1,1,1,0,1,0,0,0,0,1,0
0,70,60,4200,1,30.0,1,1,0,0,0,1,0,0,0,1,0
0,1,75,75,3,18.75,0,0,1,1,1,1,0,0,0,0,1
0,58,103,5974,2,34.333333333333336,1,0,1,0,0,0,1,0,0,1,1
1,47,86,4042,3,21.5,1,0,1,1,0,0,1,0,1,0,0
1,4,79,316,3,19.75,0,0,1,1,1,1,0,0,0,0,1
0,57,59,3363,2,19.666666666666668,0,1,1,0,0,0,0,0,0,1,0
0,15,94,1410,2,31.333333333333332,0,0,1,0,0,0,1,1,0,0,0
0,24,90,2160,2,30.0,0,0,1,0,0,1,0,1,0,0,0
0,20,19,380,2,6.333333333333333,0,0,1,0,0,0,1,1,0,0,0
1,61,98,5978,3,24.5,1,0,1,1,0,0,0,0,0,1,0
0,16,50,800,1,25.0,0,0,0,0,1,0,0,1,0,0,1
0,72,98,7056,3,24.5,0,0,1,1,0,0,1,0,0,1,0
1,14,40,560,1,20.0,0,0,0,0,0,0,0,1,0,0,0
0,2,46,92,3,11.5,1,0,1,1,1,0,0,0,0,0,1
0,64,92,5888,2,30.666666666666668,1,1,1,0,0,1,0,0,0,1,0
0,30,20,600,3,5.0,1,0,1,1,1,0,1,0,1,0,0
0,64,89,5696,3,22.25,1,0,1,1,1,1,0,0,0,1,0
0,61,112,6832,2,37.333333333333336,1,0,1,0,1,0,0,0,0,1,1
0,50,84,4200,3,21.0,0,1,1,1,0,0,0,0,0,1,0
0,47,95,4465,2,31.666666666666668,0,0,1,0,1,0,0,0,1,0,0
0,51,60,3060,3,15.0,1,0,1,1,1,0,0,0,0,1,0
0,37,91,3367,2,30.333333333333332,0,0,1,0,0,0,1,0,1,0,0
1,64,97,6208,3,24.25,0,0,1,1,1,0,0,0,0,1,0
0,60,60,3600,2,20.0,1,0,0,1,1,0,0,0,0,1,0
0,1,20,20,3,5.0,1,0,1,1,1,1,0,0,0,0,0
0,14,82,1148,2,27.333333333333332,1,0,1,0,0,0,0,1,0,0,0
0,1,76,76,2,25.333333333333332,0,0,1,0,0,0,1,0,0,0,1
0,17,88,1496,2,29.333333333333332,0,1,1,0,0,1,0,1,0,0,1
0,63,104,6552,3,26.0,1,0,1,1,0,1,0,0,0,1,0
0,72,26,1872,2,8.666666666666666,0,1,1,0,0,1,0,0,0,1,0
0,29,101,2929,3,25.25,1,1,1,1,1,0,1,0,1,0,0
0,18,62,1116,2,20.666666666666668,0,1,1,0,0,0,0,1,0,0,0
1,38,70,2660,2,23.333333333333332,1,0,1,0,0,1,0,0,1,0,1
1,26,19,494,3,4.75,1,0,1,1,0,0,1,0,1,0,0
1,70,105,7350,2,35.0,1,0,1,0,0,0,0,0,0,1,0
0,7,79,553,2,26.333333333333332,0,0,1,0,1,0,0,0,0,0,1
0,22,21,462,3,5.25,0,0,1,1,1,0,0,1,0,0,0
0,25,55,1375,3,13.75,0,1,1,1,1,0,0,0,1,0,0
0,33,39,1287,2,13.0,1,0,0,1,0,1,0,0,1,0,0
1,27,96,2592,2,32.0,1,0,1,0,1,0,0,0,1,0,1
0,15,75,1125,3,18.75,1,1,1,1,1,0,0,1,0,0,1
0,41,25,1025,2,8.333333333333334,0,0,1,0,0,0,0,0,1,0,0
0,38,95,3610,3,23.75,1,0,1,1,1,0,0,0,1,0,0
1,44,89,3916,2,29.666666666666668,1,0,1,0,1,0,0,0,1,0,0
0,66,20,1320,2,6.666666666666667,1,1,1,0,0,0,0,0,0,1,0
0,19,21,399,2,7.0,1,1,1,0,0,0,1,1,0,0,0
0,17,90,1530,2,30.0,1,0,1,0,0,1,0,1,0,0,1
0,7,75,525,2,25.0,1,0,1,0,0,0,0,0,0,0,0
1,21,72,1512,3,18.0,0,0,1,1,1,0,0,1,0,0,0
0,61,94,5734,3,23.5,1,0,1,1,0,0,0,0,0,1,1
0,4,51,204,3,12.75,0,0,1,1,1,0,0,0,0,0,0
0,58,75,4350,3,18.75,1,1,1,1,0,0,1,0,0,1,0
0,21,56,1176,2,18.666666666666668,0,1,0,1,0,0,0,1,0,0,1
0,60,20,1200,3,5.0,1,1,1,1,1,0,0,0,0,1,0
0,43,26,1118,2,8.666666666666666,0,0,1,0,1,0,0,0,1,0,0
1,36,85,3060,3,21.25,1,0,1,1,1,0,0,0,1,0,1
1,57,55,3135,2,18.333333333333332,0,0,0,1,1,0,0,0,0,1,0
0,24,55,1320,3,13.75,1,0,1,1,1,0,0,1,0,0,0
0,68,105,7140,2,35.0,1,1,1,0,0,0,1,0,0,1,0
0,72,95,6840,3,23.75,1,0,1,1,0,1,0,0,0,1,0
0,9,40,360,2,13.333333333333334,1,0,0,1,1,0,0,0,0,0,0
0,66,80,5280,3,20.0,1,1,1,1,1,0,0,0,0,1,0
0,8,74,592,2,24.666666666666668,0,0,1,0,0,0,0,0,0,0,0
0,50,103,5150,2,34.333333333333336,0,1,1,0,1,1,0,0,0,1,0
0,10,76,760,3,19.0,0,0,1,1,0,0,1,0,0,0,0
0,54,30,1620,2,10.0,1,0,0,1,1,0,0,0,0,1,0
0,1,80,80,3,20.0,0,0,1,1,0,0,1,0,0,0,1
0,71,109,7739,2,36.333333333333336,1,0,1,0,1,0,0,0,0,1,0
0,4,101,404,3,25.25,1,1,1,1,1,0,0,0,0,0,1
0,33,55,1815,3,13.75,1,0,1,1,0,0,1,0,1,0,0
1,10,87,870,3,21.75,1,0,1,1,1,1,0,0,0,0,1
0,72,49,3528,1,24.5,0,0,0,0,0,0,0,0,0,1,0
1,1,21,21,3,5.25,0,0,1,1,0,1,0,0,0,0,1
0,67,26,1742,3,6.5,0,0,1,1,0,0,1,0,0,1,0
0,22,80,1760,3,20.0,0,0,1,1,0,0,1,1,0,0,0
0,62,97,6014,2,32.333333333333336,1,0,1,0,0,0,1,0,0,1,1
1,21,42,882,2,14.0,0,0,0,1,0,0,0,1,0,0,1
0,68,112,7616,2,37.333333333333336,0,1,1,0,1,0,0,0,0,1,0
0,7,98,686,3,24.5,1,0,1,1,0,0,0,0,0,0,1
0,58,80,4640,3,20.0,0,0,1,1,0,1,0,0,0,1,0
0,23,84,1932,2,28.0,0,1,1,0,0,0,1,1,0,0,0
1,71,24,1704,2,8.0,1,0,1,0,0,0,0,0,0,1,0
0,41,86,3526,3,21.5,0,0,1,1,1,0,0,0,1,0,0
0,0,56,0,1,28.0,0,1,0,0,0,0,1,0,0,0,0
0,61,62,3782,1,31.0,1,0,0,0,0,1,0,0,0,1,0
0,46,100,4600,3,25.0,0,1,1,1,1,0,1,0,1,0,0
0,6,21,126,2,7.0,0,0,1,0,0,0,0,0,0,0,0
0,7,94,658,3,23.5,1,0,1,1,0,1,0,0,0,0,1
0,21,74,1554,3,18.5,1,0,1,1,1,0,0,1,0,0,0
1,13,95,1235,2,31.666666666666668,0,0,1,0,0,0,1,1,0,0,1
0,22,83,1826,3,20.75,0,1,1,1,1,0,1,1,0,0,1
0,26,69,1794,2,23.0,0,0,1,0,0,1,0,0,1,0,0
0,4,42,168,1,21.0,1,0,0,0,0,0,1,0,0,0,0
0,63,20,1260,3,5.0,0,1,1,1,1,1,0,0,0,1,0
1,5,80,400,3,20.0,1,0,1,1,1,0,0,0,0,0,1
0,55,94,5170,3,23.5,0,0,1,1,1,0,0,0,0,1,0
0,51,76,3876,3,19.0,1,1,1,1,1,0,0,0,0,1,0
0,56,69,3864,3,17.25,0,1,1,1,1,0,1,0,0,1,0
0,18,20,360,2,6.666666666666667,1,0,1,0,1,0,0,1,0,0,0
0,72,106,7632,2,35.333333333333336,1,0,1,0,0,0,0,0,0,1,0
0,19,50,950,3,12.5,0,1,1,1,0,0,1,1,0,0,0
1,22,97,2134,3,24.25,1,0,1,1,1,0,0,1,0,0,1
0,41,35,1435,2,11.666666666666666,0,0,0,1,0,0,1,0,1,0,0
0,5,19,95,3,4.75,1,1,1,1,0,1,0,0,0,0,0
0,57,74,4218,3,18.5,0,0,1,1,0,0,0,0,0,1,0
1,29,101,2929,3,25.25,1,0,1,1,0,1,0,0,1,0,0
0,33,94,3102,2,31.333333333333332,0,1,1,0,0,0,1,0,1,0,1
0,72,98,7056,2,32.666666666666664,0,0,1,0,0,0,0,0,0,1,0
0,31,89,2759,2,29.666666666666668,1,0,1,0,0,0,1,0,1,0,0
1,52,104,5408,2,34.666666666666664,1,0,1,0,0,1,0,0,0,1,0
0,35,20,700,2,6.666666666666667,1,1,1,0,1,0,0,0,1,0,0
0,7,20,140,2,6.666666666666667,0,1,1,0,1,0,0,0,0,0,0
0,22,55,1210,2,18.333333333333332,0,0,1,0,1,0,0,1,0,0,0
0,6,75,450,2,25.0,1,0,1,0,0,1,0,0,0,0,1
0,60,38,2280,1,19.0,0,0,0,0,0,0,1,0,0,1,0
0,24,20,480,3,5.0,1,1,1,1,1,0,0,1,0,0,0
1,31,74,2294,3,18.5,0,0,1,1,1,0,0,0,1,0,0
0,26,86,2236,3,21.5,1,0,1,1,0,0,0,0,1,0,0
0,1,70,70,3,17.5,1,1,1,1,0,0,0,0,0,0,1
0,40,20,800,2,6.666666666666667,1,1,1,0,0,0,1,0,1,0,0
0,10,20,200,3,5.0,1,1,1,1,1,1,0,0,0,0,0
0,70,19,1330,3,4.75,0,1,1,1,0,0,0,0,0,1,0
0,3,55,165,2,18.333333333333332,1,0,1,0,1,0,0,0,0,0,1
1,46,85,3910,3,21.25,1,0,1,1,1,1,0,0,1,0,1
0,59,110,6490,2,36.666666666666664,1,0,1,0,0,0,0,0,0,1,1
1,48,71,3408,2,23.666666666666668,0,0,1,0,0,0,0,0,1,0,0
0,59,19,1121,3,4.75,1,0,1,1,1,0,1,0,0,1,1
0,29,31,899,1,15.5,0,0,0,0,0,0,0,0,1,0,1
1,8,20,160,2,6.666666666666667,0,0,1,0,0,0,0,0,0,0,1
0,9,20,180,3,5.0,0,1,1,1,1,1,0,0,0,0,0
0,8,58,464,2,19.333333333333332,0,0,1,0,1,0,0,0,0,0,0
0,28,90,2520,2,30.0,0,0,1,0,0,0,0,0,1,0,1
0,20,76,1520,3,19.0,0,1,1,1,0,0,0,1,0,0,0
1,56,105,5880,2,35.0,0,0,1,0,1,0,0,0,0,1,1
0,49,41,2009,2,13.666666666666666,0,0,0,1,0,0,1,0,0,1,0
0,5,89,445,2,29.666666666666668,0,0,1,0,1,1,0,0,0,0,1
0,18,90,1620,2,30.0,0,0,1,0,0,0,1,1,0,0,1
0,71,90,6390,3,22.5,1,1,1,1,1,0,1,0,0,1,0
0,20,89,1780,3,22.25,1,0,1,1,1,0,0,1,0,0,1
0,40,42,1680,1,21.0,1,0,0,0,0,0,1,0,1,0,1
0,18,61,1098,3,15.25,0,0,1,1,1,0,0,1,0,0,0
0,38,20,760,2,6.666666666666667,0,1,1,0,1,0,1,0,1,0,0
1,67,106,7102,3,26.5,0,0,1,1,1,0,0,0,0,1,0
0,17,55,935,2,18.333333333333332,0,1,1,0,0,1,0,1,0,0,0
0,1,35,35,2,11.666666666666666,1,0,0,1,1,0,1,0,0,0,1
0,68,25,1700,2,8.333333333333334,1,0,1,0,0,1,0,0,0,1,0
0,35,83,2905,2,27.666666666666668,1,0,1,0,0,0,0,0,1,0,0
0,3,76,228,2,25.333333333333332,0,0,1,0,0,1,0,0,0,0,1
0,8,90,720,2,30.0,0,0,1,0,1,0,1,0,0,0,0
0,29,71,2059,2,23.666666666666668,1,0,1,0,0,0,1,0,1,0,0
0,2,35,70,1,17.5,0,0,0,0,0,0,0,0,0,0,1
1,53,74,3922,3,18.5,0,0,1,1,0,1,0,0,0,1,0
0,1,25,25,2,8.333333333333334,1,1,0,1,0,0,1,0,0,0,1
0,7,75,525,3,18.75,0,0,1,1,1,0,0,0,0,0,0
0,4,20,80,2,6.666666666666667,0,1,1,0,0,0,0,0,0,0,0
0,29,76,2204,3,19.0,0,0,1,1,0,0,1,0,1,0,0
0,3,75,225,3,18.75,0,0,1,1,1,1,0,0,0,0,1
1,1,26,26,1,13.0,0,0,0,0,0,1,0,0,0,0,1
0,7,35,245,2,11.666666666666666,1,0,0,1,1,0,1,0,0,0,0
0,52,111,5772,2,37.0,0,0,1,0,0,1,0,0,0,1,1
0,72,92,6624,3,23.0,1,1,1,1,1,0,0,0,0,1,0
0,55,97,5335,3,24.25,1,0,1,1,1,0,0,0,0,1,1
0,6,20,120,2,6.666666666666667,0,0,1,0,1,0,0,0,0,0,0
0,29,20,580,2,6.666666666666667,0,1,1,0,0,0,1,0,1,0,0
0,42,48,2016,1,24.0,1,1,0,0,0,0,0,0,1,0,0
0,30,40,1200,2,13.333333333333334,0,0,0,1,1,0,1,0,1,0,0
0,1,51,51,3,12.75,1,0,1,1,0,0,1,0,0,0,1
0,72,86,6192,3,21.5,1,0,1,1,0,0,0,0,0,1,0
0,4,51,204,3,12.75,0,0,1,1,0,0,1,0,0,0,1
0,1,25,25,1,12.5,1,1,0,0,1,0,0,0,0,0,0
0,1,69,69,2,23.0,0,0,1,0,0,1,0,0,0,0,1
0,1,74,74,3,18.5,1,0,1,1,1,1,0,0,0,0,1
0,62,80,4960,3,20.0,1,0,1,1,0,0,0,0,0,1,0
0,15,101,1515,2,33.666666666666664,0,0,1,0,1,0,0,1,0,0,1
0,1,19,19,2,6.333333333333333,1,1,1,0,0,0,0,0,0,0,0
0,68,20,1360,3,5.0,0,0,1,1,0,0,1,0,0,1,0
0,7,75,525,2,25.0,0,0,1,0,1,0,0,0,0,0,0
0,72,88,6336,3,22.0,0,0,1,1,1,1,0,0,0,1,0
0,72,87,6264,2,29.0,1,0,1,0,0,0,1,0,0,1,0
0,30,94,2820,2,31.333333333333332,0,0,1,0,0,0,0,0,1,0,1
0,1,84,84,2,28.0,1,0,1,0,1,0,0,0,0,0,1
0,39,41,1599,1,20.5,0,0,0,0,0,1,0,0,1,0,0
0,62,92,5704,3,23.0,1,0,1,1,0,0,0,0,0,1,0
0,53,109,5777,3,27.25,0,0,1,1,0,0,1,0,0,1,0
0,66,104,6864,3,26.0,1,0,1,1,0,0,1,0,0,1,1
1,59,89,5251,3,22.25,0,1,1,1,1,0,0,0,0,1,0
0,15,96,1440,3,24.0,1,0,1,1,0,0,0,1,0,0,0
0,9,96,864,2,32.0,1,0,1,0,0,0,1,0,0,0,1
0,32,30,960,2,10.0,0,0,0,1,0,1,0,0,1,0,0
0,17,65,1105,3,16.25,0,1,1,1,1,0,0,1,0,0,1
0,55,55,3025,2,18.333333333333332,1,1,1,0,0,0,0,0,0,1,0
0,17,26,442,1,13.0,1,0,0,0,1,0,0,1,0,0,0
1,69,87,6003,2,29.0,0,0,1,0,0,0,1,0,0,1,0
0,66,75,4950,2,25.0,1,0,1,0,0,0,1,0,0,1,0
1,16,74,1184,2,24.666666666666668,1,0,1,0,0,0,0,1,0,0,0
0,70,80,5600,3,20.0,1,1,1,1,0,0,1,0,0,1,0
0,50,19,950,3,4.75,0,0,1,1,0,0,1,0,0,1,0
0,3,20,60,2,6.666666666666667,0,0,1,0,1,0,0,0,0,0,0
0,17,66,1122,3,16.5,1,0,1,1,1,0,0,1,0,0,0
0,20,97,1940,3,24.25,1,1,1,1,1,0,0,1,0,0,0
0,71,20,1420,3,5.0,1,1,1,1,1,1,0,0,0,1,0
0,34,105,3570,3,26.25,0,0,1,1,1,0,0,0,1,0,0
0,43,25,1075,2,8.333333333333334,0,1,1,0,1,1,0,0,1,0,0
1,50,102,5100,2,34.0,1,0,1,0,0,0,0,0,0,1,0
0,41,102,4182,2,34.0,0,1,1,0,0,0,1,0,1,0,0
0,54,80,4320,2,26.666666666666668,1,0,1,0,0,0,1,0,0,1,0
0,64,19,1216,2,6.333333333333333,0,0,1,0,0,0,0,0,0,1,0
0,31,54,1674,3,13.5,1,1,1,1,1,0,1,0,1,0,0
1,11,78,858,3,19.5,1,0,1,1,1,0,0,0,0,0,0
0,4,86,344,2,28.666666666666668,0,0,1,0,0,0,1,0,0,0,1
0,21,53,1113,1,26.5,0,1,0,0,0,0,0,1,0,0,0
0,35,24,840,3,6.0,0,1,1,1,1,0,0,0,1,0,0
0,58,99,5742,3,24.75,0,1,1,1,1,0,0,0,0,1,0
0,20,20,400,2,6.666666666666667,1,1,1,0,1,0,0,1,0,0,0
0,60,25,1500,2,8.333333333333334,0,0,1,0,0,0,1,0,0,1,0
0,41,20,820,3,5.0,0,1,1,1,0,0,0,0,1,0,0
0,15,51,765,3,12.75,0,0,1,1,1,0,0,1,0,0,0
0,1,44,44,2,14.666666666666666,1,0,1,0,0,0,0,0,0,0,0
0,66,100,6600,3,25.0,1,0,1,1,0,1,0,0,0,1,1
1,1,69,69,3,17.25,0,1,1,1,1,0,0,0,0,0,1
0,2,44,88,2,14.666666666666666,1,1,1,0,0,0,1,0,0,0,0
0,32,84,2688,3,21.0,0,0,1,1,0,0,0,0,1,0,1
1,72,78,5616,2,26.0,0,0,1,0,0,0,0,0,0,1,0
0,62,96,5952,2,32.0,1,0,1,0,0,0,0,0,0,1,0
1,9,80,720,2,26.666666666666668,1,0,1,0,0,0,0,0,0,0,0
0,4,86,344,2,28.666666666666668,1,0,1,0,0,0,0,0,0,0,0
0,30,82,2460,2,27.333333333333332,1,1,1,0,1,0,0,0,1,0,0
0,40,104,4160,2,34.666666666666664,1,0,1,0,0,0,0,0,1,0,1
0,33,20,660,3,5.0,1,1,1,1,1,0,0,0,1,0,0
0,63,80,5040,3,20.0,1,0,1,1,0,0,1,0,0,1,0
0,64,20,1280,3,5.0,0,1,1,1,1,0,1,0,0,1,0
0,5,97,485,3,24.25,1,0,1,1,0,1,0,0,0,0,0
0,7,20,140,2,6.666666666666667,0,0,1,0,0,0,0,0,0,0,1
0,10,80,800,2,26.666666666666668,1,0,1,0,0,0,1,0,0,0,0
0,63,101,6363,2,33.666666666666664,0,1,1,0,0,1,0,0,0,1,1
0,20,39,780,1,19.5,1,1,0,0,0,1,0,1,0,0,0
0,38,84,3192,2,28.0,0,0,1,0,0,1,0,0,1,0,0
1,66,108,7128,2,36.0,0,0,1,0,0,0,1,0,0,1,0
0,13,91,1183,2,30.333333333333332,1,0,1,0,0,1,0,1,0,0,1
0,24,66,1584,2,22.0,0,0,1,0,0,0,0,1,0,0,0
1,23,104,2392,3,26.0,1,0,1,1,0,0,0,1,0,0,0
1,32,91,2912,2,30.333333333333332,0,1,1,0,0,0,0,0,1,0,0
0,51,60,3060,1,30.0,0,1,0,0,0,0,0,0,0,1,0
0,40,19,760,2,6.333333333333333,0,0,1,0,0,0,0,0,1,0,0
0,22,59,1298,2,19.666666666666668,0,0,1,0,0,0,0,1,0,0,0
0,1,70,70,2,23.333333333333332,1,1,1,0,0,0,1,0,0,0,0
1,6,89,534,2,29.666666666666668,0,0,1,0,0,0,0,0,0,0,0
0,4,20,80,2,6.666666666666667,0,0,1,0,1,0,0,0,0,0,0
0,60,106,6360,2,35.333333333333336,0,0,1,0,1,0,0,0,0,1,1
1,72,65,4680,1,32.5,1,0,0,0,0,0,1,0,0,1,0
0,42,60,2520,2,20.0,0,0,1,0,0,0,0,0,1,0,0
0,2,62,124,2,20.666666666666668,0,0,1,0,0,0,0,0,0,0,0
0,69,60,4140,2,20.0,1,0,0,1,0,1,0,0,0,1,0
0,2,86,172,2,28.666666666666668,1,0,1,0,0,1,0,0,0,0,1
1,1,36,36,2,12.0,0,0,0,1,1,1,0,0,0,0,1
0,31,66,2046,3,16.5,1,0,1,1,1,1,0,0,1,0,0
0,16,20,320,2,6.666666666666667,1,1,1,0,1,0,0,1,0,0,0
0,15,20,300,2,6.666666666666667,0,0,1,0,0,0,0,1,0,0,0
0,2,94,188,3,23.5,0,1,1,1,0,0,1,0,0,0,1
1,17,93,1581,2,31.0,0,0,1,0,0,0,0,1,0,0,0
0,6,94,564,3,23.5,1,1,1,1,1,0,0,0,0,0,1
0,61,60,3660,2,20.0,0,1,1,0,0,0,1,0,0,1,0
0,1,19,19,2,6.333333333333333,0,0,1,0,0,0,1,0,0,0,0
0,19,88,1672,3,22.0,1,0,1,1,0,0,1,1,0,0,0
0,44,54,2376,2,18.0,1,1,0,1,1,0,1,0,1,0,0
0,70,112,7840,3,28.0,0,0,1,1,1,1,0,0,0,1,0
0,63,25,1575,3,6.25,1,1,1,1,0,0,1,0,0,1,0
0,58,44,2552,2,14.666666666666666,0,1,1,0,0,0,0,0,0,1,0
0,53,74,3922,2,24.666666666666668,0,0,1,0,1,0,0,0,0,1,0
0,59,44,2596,2,14.666666666666666,1,0,0,1,1,0,0,0,0,1,0
0,69,104,7176,2,34.666666666666664,1,0,1,0,0,0,0,0,0,1,1
0,26,49,1274,2,16.333333333333332,1,0,1,0,0,0,0,0,1,0,0
0,23,57,1311,3,14.25,1,1,1,1,1,0,0,1,0,0,0
0,42,55,2310,2,18.333333333333332,0,0,1,0,0,1,0,0,1,0,0
1,1,51,51,2,17.0,0,0,1,0,0,0,0,0,0,0,1
0,6,48,288,1,24.0,0,0,0,0,0,0,1,0,0,0,1
0,58,21,1218,3,5.25,1,0,1,1,1,0,0,0,0,1,0
0,3,102,306,2,34.0,1,0,1,0,0,1,0,0,0,0,1
0,41,20,820,2,6.666666666666667,0,0,1,0,0,0,0,0,1,0,0
0,58,61,3538,2,20.333333333333332,0,0,1,0,0,0,0,0,0,1,0
1,51,94,4794,2,31.333333333333332,1,0,1,0,0,0,0,0,0,1,1
0,64,111,7104,2,37.0,0,0,1,0,0,0,0,0,0,1,0
0,19,26,494,3,6.5,0,1,1,1,0,0,0,1,0,0,0
0,60,79,4740,2,26.333333333333332,1,1,1,0,0,0,0,0,0,1,0
0,69,114,7866,3,28.5,1,1,1,1,0,0,1,0,0,1,0
0,3,81,243,3,20.25,0,1,1,1,0,0,0,0,0,0,0
0,7,95,665,2,31.666666666666668,1,0,1,0,0,0,0,0,0,0,1
0,19,73,1387,2,24.333333333333332,0,0,1,0,1,0,0,1,0,0,1
0,1,77,77,2,25.666666666666668,0,0,1,0,1,0,0,0,0,0,1
0,62,24,1488,2,8.0,0,0,1,0,0,0,1,0,0,1,0
0,1,50,50,2,16.666666666666668,0,0,1,0,0,1,0,0,0,0,1
1,1,74,74,3,18.5,1,0,1,1,0,0,1,0,0,0,1
0,28,60,1680,2,20.0,0,0,1,0,1,0,0,0,1,0,0
0,69,92,6348,3,23.0,1,0,1,1,1,0,0,0,0,1,0
1,30,80,2400,3,20.0,1,0,1,1,0,1,0,0,1,0,1
1,40,39,1560,1,19.5,0,0,0,0,0,1,0,0,1,0,1
0,1,20,20,2,6.666666666666667,0,0,1,0,0,0,0,0,0,0,0
0,45,101,4545,2,33.666666666666664,1,0,1,0,0,0,1,0,1,0,1
0,22,79,1738,2,26.333333333333332,1,1,1,0,0,1,0,1,0,0,0
0,47,20,940,2,6.666666666666667,0,1,1,0,0,0,0,0,1,0,0
0,2,20,40,3,5.0,0,0,1,1,1,0,1,0,0,0,0
0,13,35,455,1,17.5,0,0,0,0,0,1,0,1,0,0,1
0,20,19,380,3,4.75,0,0,1,1,1,1,0,1,0,0,0
0,48,19,912,3,4.75,1,0,1,1,0,0,0,0,1,0,0
0,67,101,6767,2,33.666666666666664,1,0,1,0,0,0,0,0,0,1,0
0,70,99,6930,3,24.75,1,0,1,1,1,0,0,0,0,1,0
0,64,99,6336,3,24.75,0,0,1,1,0,0,1,0,0,1,0
0,34,98,3332,2,32.666666666666664,0,0,1,0,0,0,0,0,1,0,1
0,72,91,6552,2,30.333333333333332,0,0,1,0,0,0,0,0,0,1,0
0,23,70,1610,2,23.333333333333332,0,1,1,0,0,0,0,1,0,0,0
1,15,89,1335,3,22.25,0,0,1,1,0,0,1,1,0,0,0
0,22,101,2222,3,25.25,1,0,1,1,0,0,0,1,0,0,1
0,41,70,2870,2,23.333333333333332,1,1,1,0,0,0,1,0,1,0,0
0,68,82,5576,3,20.5,0,0,1,1,1,0,0,0,0,1,0
0,70,106,7420,3,26.5,0,1,1,1,0,0,1,0,0,1,0
0,71,87,6177,3,21.75,1,1,1,1,1,0,0,0,0,1,0
0,71,85,6035,3,21.25,1,1,1,1,1,0,0,0,0,1,0
0,1,55,55,2,18.333333333333332,1,0,1,0,1,0,0,0,0,0,1
0,3,21,63,2,7.0,1,1,1,0,0,0,0,0,0,0,0
0,40,93,3720,3,23.25,0,0,1,1,1,1,0,0,1,0,0
0,3,51,153,1,25.5,0,0,0,0,0,0,0,0,0,0,1
0,67,26,1742,2,8.666666666666666,0,0,1,0,0,1,0,0,0,1,0
0,18,75,1350,2,25.0,0,0,1,0,1,0,0,1,0,0,0
0,3,74,222,2,24.666666666666668,0,0,1,0,0,1,0,0,0,0,1
0,71,116,8236,2,38.666666666666664,1,0,1,0,0,0,1,0,0,1,0
0,25,34,850,1,17.0,0,0,0,0,0,0,0,0,1,0,1
1,32,91,2912,2,30.333333333333332,0,0,1,0,0,0,0,0,1,0,0
0,46,20,920,3,5.0,1,1,1,1,0,1,0,0,1,0,0
0,68,19,1292,2,6.333333333333333,0,1,1,0,0,0,0,0,0,1,0
0,48,80,3840,2,26.666666666666668,0,1,1,0,0,0,1,0,1,0,0
0,2,70,140,3,17.5,0,1,1,1,0,0,0,0,0,0,1
0,56,93,5208,2,31.0,1,0,1,0,0,0,0,0,0,1,0
0,5,79,395,2,26.333333333333332,1,0,1,0,0,0,1,0,0,0,1
0,3,75,225,3,18.75,0,0,1,1,1,0,0,0,0,0,0
0,64,93,5952,3,23.25,0,1,1,1,1,1,0,0,0,1,0
0,47,90,4230,2,30.0,1,1,1,0,1,0,0,0,1,0,0
0,63,67,4221,3,16.75,1,0,1,1,1,0,1,0,0,1,0
0,27,19,513,3,4.75,1,0,1,1,1,0,0,0,1,0,0
1,47,71,3337,2,23.666666666666668,0,1,1,0,0,0,0,0,1,0,1
0,59,24,1416,3,6.0,0,0,1,1,1,0,0,0,0,1,0
0,4,19,76,2,6.333333333333333,1,1,1,0,1,0,0,0,0,0,0
0,72,115,8280,3,28.75,0,0,1,1,1,0,0,0,0,1,0
0,13,55,715,3,13.75,0,0,1,1,1,0,0,1,0,0,0
1,66,108,7128,3,27.0,1,1,1,1,1,0,1,0,0,1,0
0,42,21,882,3,5.25,0,0,1,1,0,0,0,0,1,0,0
0,10,20,200,3,5.0,0,0,1,1,1,0,0,0,0,0,0
1,15,74,1110,2,24.666666666666668,0,0,1,0,0,0,0,1,0,0,1
0,45,95,4275,3,23.75,0,0,1,1,1,0,0,0,1,0,0
0,48,74,3552,3,18.5,0,0,1,1,0,1,0,0,1,0,0
0,1,25,25,1,12.5,0,0,0,0,1,1,0,0,0,0,0
0,27,76,2052,2,25.333333333333332,0,0,1,0,1,0,0,0,1,0,0
0,5,19,95,2,6.333333333333333,1,0,1,0,0,1,0,0,0,0,1
0,23,87,2001,2,29.0,1,1,1,0,0,0,0,1,0,0,0
1,11,75,825,3,18.75,1,1,1,1,0,0,0,0,0,0,0
1,35,102,3570,3,25.5,0,0,1,1,0,1,0,0,1,0,0
